machine_id,timestamp,temperature,pressure,vibration,acoustic,operational_hours,maintenance_performed
MCH-774,2021-01-08T08:37:28Z,82,170,0.008,19,1824,1
MCH-775,2020-02-11T16:42:41Z,83,178,0.006,19,1969,1
MCH-776,2023-02-25T01:02:01Z,81,184,0.008,22,1076,1
MCH-777,2023-07-19T13:30:55Z,83,179,0.005,18,1506,1
MCH-778,2021-04-11T13:39:42Z,84,169,0.01,23,1493,1
MCH-779,2020-12-16T23:28:43Z,84,176,0.008,21,1725,1
MCH-780,2019-11-17T23:55:28Z,87,190,0.008,22,1155,1
MCH-781,2020-10-05T22:05:57Z,85,174,0.005,23,1644,1
MCH-782,2019-06-19T09:54:26Z,88,177,0.01,19,1775,1
MCH-783,2022-05-28T06:06:17Z,86,175,0.008,25,1039,0
MCH-784,2021-08-04T12:07:06Z,87,172,0.011,22,1175,0
MCH-785,2020-11-24T12:19:25Z,84,170,0.008,18,1365,1
MCH-786,2022-05-11T20:10:45Z,88,171,0.006,26,1812,1
MCH-787,2021-02-27T03:30:14Z,94,181,0.006,18,1149,1
MCH-788,2020-10-09T15:01:32Z,89,173,0.004,22,1406,0
MCH-789,2020-10-06T06:11:41Z,91,185,0.011,27,1233,1
MCH-790,2020-09-04T21:40:19Z,83,190,0.007,23,1226,1
MCH-791,2022-12-15T06:01:27Z,87,184,0.002,20,1238,0
MCH-792,2023-12-07T00:40:43Z,89,168,0.011,22,1934,1
MCH-793,2020-02-24T08:30:18Z,84,173,0.003,21,1003,1
MCH-794,2022-03-01T17:41:07Z,94,187,0.01,27,1530,0
MCH-795,2020-01-17T17:31:20Z,83,179,0.012,24,1263,1
MCH-796,2023-09-26T04:44:15Z,90,170,0.011,19,1432,1
MCH-797,2021-12-22T11:38:35Z,86,178,0.006,19,1558,1
MCH-798,2020-10-22T06:15:36Z,82,173,0.009,21,1920,0
MCH-799,2019-01-13T07:50:06Z,88,176,0.009,19,1823,0
MCH-800,2021-09-03T20:53:19Z,92,170,0.002,22,1878,1
MCH-801,2022-02-09T08:38:36Z,82,187,0.003,23,1094,0
MCH-802,2023-12-01T07:03:26Z,88,173,0.004,26,1224,1
MCH-803,2019-03-22T14:08:18Z,90,180,0.009,23,1954,0
MCH-804,2020-02-09T07:13:18Z,81,183,0.012,20,1102,0
MCH-805,2023-05-15T09:09:29Z,87,188,0.004,27,1778,0
MCH-806,2021-07-03T02:00:40Z,81,188,0.003,24,1029,0
MCH-807,2021-01-14T09:43:03Z,85,174,0.004,19,1831,1
MCH-808,2019-03-22T05:22:43Z,83,175,0.01,25,1375,0
MCH-809,2023-07-06T13:08:45Z,88,180,0.003,19,1408,0
MCH-810,2022-09-23T20:53:11Z,89,170,0.011,25,1325,0
MCH-811,2023-01-18T15:36:04Z,85,173,0.002,24,1314,1
MCH-812,2022-08-11T14:56:48Z,94,188,0.006,27,1899,0
MCH-813,2020-08-06T12:46:55Z,93,170,0.002,22,1769,1
MCH-814,2023-06-20T13:35:23Z,94,179,0.008,23,1272,1
MCH-815,2023-06-17T13:25:12Z,93,177,0.011,19,1884,0
MCH-816,2022-04-13T12:55:56Z,92,172,0.005,22,1251,0
MCH-817,2019-12-21T14:03:48Z,82,170,0.009,20,1760,0
MCH-818,2019-07-08T04:45:05Z,86,172,0.004,26,1461,0
MCH-819,2021-03-10T02:26:13Z,81,175,0.007,26,1989,0
MCH-820,2022-10-17T19:03:21Z,81,178,0.011,23,1381,0
MCH-821,2020-02-08T13:28:29Z,89,176,0.011,25,1212,0
MCH-822,2023-02-13T06:37:46Z,84,181,0.004,20,1062,0
MCH-823,2023-05-06T06:25:15Z,94,181,0.005,23,1340,1
MCH-824,2021-08-23T19:53:09Z,88,181,0.008,22,1974,0
MCH-825,2019-12-01T11:52:38Z,82,175,0.01,18,1337,0
MCH-826,2019-12-26T08:15:44Z,90,176,0.01,22,1977,0
MCH-827,2020-04-02T01:13:05Z,91,170,0.011,18,1949,0
MCH-828,2021-11-25T00:43:07Z,87,187,0.008,20,1004,0
MCH-829,2021-08-03T10:53:21Z,93,184,0.009,21,1705,1
MCH-830,2019-05-21T06:32:34Z,91,186,0.01,23,1354,0
MCH-831,2021-06-06T04:25:49Z,83,174,0.003,19,1534,0
MCH-832,2022-12-08T20:48:17Z,90,178,0.004,26,1849,1
MCH-833,2019-08-10T05:00:44Z,87,181,0.005,26,1761,1
MCH-834,2022-07-20T15:39:08Z,92,188,0.012,19,1357,1
MCH-835,2021-06-07T00:54:19Z,83,183,0.009,23,1574,1
MCH-836,2020-05-21T19:22:44Z,88,179,0.004,24,1732,1
MCH-837,2022-11-23T08:44:07Z,89,180,0.01,18,1749,0
MCH-838,2022-11-13T23:30:18Z,93,187,0.008,24,1721,0
MCH-839,2023-12-01T20:16:18Z,82,176,0.005,22,1823,0
MCH-840,2021-01-25T10:23:49Z,91,172,0.007,26,1064,1
MCH-841,2020-12-28T02:00:18Z,90,168,0.009,26,1421,0
MCH-842,2022-12-10T05:19:06Z,83,170,0.011,27,1839,1
MCH-843,2023-02-09T09:16:02Z,86,174,0.011,21,1854,1
MCH-844,2020-08-04T10:01:33Z,91,178,0.011,26,1445,1
MCH-845,2021-04-01T17:03:36Z,81,183,0.006,23,1454,1
MCH-846,2019-06-08T03:35:27Z,83,183,0.004,23,1907,0
MCH-847,2020-08-12T02:30:23Z,89,184,0.004,24,1190,1
MCH-848,2023-11-19T06:35:01Z,81,178,0.005,26,1712,1
MCH-849,2020-05-27T21:28:00Z,84,169,0.004,22,1983,0
MCH-850,2023-08-17T13:50:34Z,86,179,0.004,23,1922,1
MCH-851,2022-05-16T03:27:31Z,94,181,0.004,18,1737,0
MCH-852,2020-07-02T03:33:10Z,92,184,0.004,23,1199,0
MCH-853,2023-11-27T13:22:06Z,89,190,0.008,22,1782,1
MCH-854,2019-02-21T17:58:43Z,82,184,0.009,18,1901,0
MCH-855,2022-02-06T15:19:57Z,89,183,0.004,25,1232,1
MCH-856,2019-02-04T14:19:19Z,94,177,0.012,18,1430,1
MCH-857,2022-07-05T07:47:16Z,81,176,0.004,18,1287,0
MCH-858,2023-08-03T13:55:24Z,91,178,0.003,20,1494,0
MCH-859,2020-04-22T10:37:01Z,87,181,0.009,19,1629,1
MCH-860,2021-07-11T01:45:16Z,81,180,0.009,22,1152,1
MCH-861,2022-01-01T20:49:56Z,87,177,0.005,27,1608,0
MCH-862,2021-09-01T07:02:48Z,88,174,0.002,19,1391,0
MCH-863,2020-02-02T08:54:47Z,82,184,0.008,23,1089,0
MCH-864,2020-06-16T04:49:55Z,81,170,0.008,26,1119,0
MCH-865,2019-03-07T11:15:33Z,82,181,0.006,23,1029,1
MCH-866,2022-05-16T18:26:25Z,87,189,0.011,19,1888,0
MCH-867,2022-08-10T18:51:28Z,93,170,0.008,22,1506,0
MCH-868,2023-09-12T23:29:18Z,84,174,0.004,20,1529,0
MCH-869,2022-11-01T10:50:10Z,83,169,0.008,25,1942,1
MCH-870,2021-07-09T09:04:04Z,88,179,0.007,20,1088,0
MCH-871,2022-10-04T01:35:58Z,88,187,0.007,19,1785,0
MCH-872,2022-09-13T14:40:16Z,88,179,0.005,25,1551,1
MCH-873,2023-02-25T06:04:26Z,89,182,0.01,24,1045,0
MCH-874,2020-08-21T21:57:48Z,86,180,0.003,25,1619,1
MCH-875,2023-07-03T19:52:52Z,87,169,0.011,24,1849,0
MCH-876,2023-07-10T10:23:40Z,94,180,0.01,23,1721,1
MCH-877,2023-11-18T08:13:11Z,93,187,0.008,25,1153,0
MCH-878,2019-11-04T22:59:49Z,93,188,0.003,27,1425,1
MCH-879,2023-02-19T19:14:47Z,82,169,0.003,20,1445,1
MCH-880,2019-09-05T13:37:00Z,89,181,0.01,20,1329,1
MCH-881,2019-09-04T00:40:59Z,92,190,0.005,21,1673,0
MCH-882,2019-05-17T16:05:52Z,81,179,0.005,27,1763,1
MCH-883,2022-02-24T20:04:37Z,92,169,0.007,22,1477,0
MCH-884,2022-04-24T01:03:52Z,93,184,0.002,21,1826,1
MCH-885,2021-09-03T14:41:53Z,84,190,0.003,23,1516,1
MCH-886,2019-08-27T14:36:29Z,92,179,0.008,22,1629,1
MCH-887,2020-04-07T15:17:01Z,85,189,0.01,27,1354,0
MCH-888,2021-05-01T01:38:21Z,82,185,0.012,24,1135,0
MCH-889,2019-12-19T05:35:22Z,81,177,0.002,26,1001,0
MCH-890,2020-10-13T19:07:12Z,85,175,0.006,21,1851,1
MCH-891,2023-10-04T12:23:47Z,91,172,0.004,25,1026,0
MCH-892,2021-06-15T12:56:49Z,94,183,0.011,23,1641,0
MCH-893,2019-09-16T16:52:49Z,93,183,0.002,18,1260,1
MCH-894,2019-04-10T05:08:30Z,83,189,0.008,20,1013,1
MCH-895,2022-09-09T10:56:36Z,92,189,0.01,20,1056,1
MCH-896,2020-06-18T02:38:06Z,85,183,0.002,25,1120,1
MCH-897,2019-05-09T13:46:12Z,83,181,0.004,21,1609,0
MCH-898,2021-07-10T08:29:20Z,84,174,0.007,23,1142,1
MCH-899,2023-03-20T02:46:14Z,94,186,0.01,23,1926,0
MCH-900,2022-03-10T14:07:33Z,85,178,0.002,27,1128,0
MCH-901,2019-07-12T08:36:54Z,81,183,0.005,26,1253,1
MCH-902,2021-01-14T12:42:28Z,86,180,0.009,22,1042,0
MCH-903,2020-04-06T16:26:28Z,91,181,0.002,21,1660,0
MCH-904,2023-07-21T10:01:47Z,87,190,0.012,21,1807,0
MCH-905,2020-02-17T03:00:54Z,89,182,0.009,18,1056,0
MCH-906,2023-05-01T18:01:30Z,92,178,0.005,25,1263,0
MCH-907,2022-01-19T03:15:24Z,90,175,0.011,23,1584,1
MCH-908,2022-04-18T03:46:01Z,93,187,0.009,18,1462,0
MCH-909,2023-01-07T03:58:08Z,92,176,0.005,20,1637,1
MCH-910,2019-06-04T05:20:31Z,92,179,0.006,26,1283,1
MCH-911,2021-01-03T00:47:57Z,81,185,0.009,22,1677,0
MCH-912,2021-04-16T00:43:20Z,89,171,0.008,21,1769,1
MCH-913,2021-11-23T09:58:11Z,90,187,0.003,21,1452,0
MCH-914,2023-09-24T07:03:42Z,82,190,0.004,22,1770,1
MCH-915,2023-07-28T02:08:36Z,87,170,0.003,26,1075,1
MCH-916,2019-01-13T15:07:30Z,81,169,0.012,27,1091,1
MCH-917,2023-04-17T02:19:47Z,89,190,0.009,21,1493,1
MCH-918,2022-12-05T07:11:18Z,93,173,0.01,25,1456,0
MCH-919,2019-07-19T10:59:49Z,82,183,0.004,23,1032,1
MCH-920,2020-09-13T06:51:49Z,86,190,0.005,23,1175,1
MCH-921,2023-03-09T09:20:17Z,86,180,0.009,25,1667,1
MCH-922,2022-07-18T18:06:08Z,92,180,0.006,21,1412,0
MCH-923,2022-07-10T09:46:52Z,94,186,0.003,22,1266,1
MCH-924,2022-05-06T21:56:48Z,89,174,0.012,20,1281,0
MCH-925,2021-11-10T19:13:34Z,88,182,0.002,26,1222,0
MCH-926,2023-05-19T10:32:30Z,88,171,0.004,22,1365,0
MCH-927,2023-07-01T21:12:19Z,91,190,0.004,21,1116,0
MCH-928,2019-11-07T12:05:54Z,86,174,0.004,20,1030,1
MCH-929,2019-11-20T13:12:39Z,84,181,0.003,23,1186,0
MCH-930,2019-02-16T03:35:55Z,92,173,0.008,23,1515,0
MCH-931,2020-05-06T00:20:36Z,81,189,0.01,25,1955,0
MCH-932,2020-01-15T03:43:11Z,89,174,0.01,26,1105,0
MCH-933,2023-11-13T16:32:31Z,84,174,0.005,25,1520,0
MCH-934,2020-02-10T21:49:53Z,82,185,0.009,18,1810,1
MCH-935,2021-04-02T11:03:51Z,88,173,0.006,18,1756,1
MCH-936,2022-01-09T13:18:09Z,82,172,0.007,24,1049,1
MCH-937,2019-05-28T00:05:51Z,89,190,0.002,27,1176,0
MCH-938,2023-01-25T15:30:20Z,86,178,0.004,18,1437,1
MCH-939,2023-06-19T09:31:38Z,83,170,0.009,20,1112,0
MCH-940,2019-10-01T15:59:22Z,88,190,0.003,23,1141,1
MCH-941,2020-03-03T21:20:39Z,84,174,0.011,19,1904,0
MCH-942,2021-05-04T18:53:53Z,83,176,0.005,20,1227,1
MCH-943,2019-03-25T11:09:05Z,83,181,0.002,19,1879,1
MCH-944,2021-07-16T08:25:47Z,92,169,0.009,27,1319,1
MCH-945,2019-06-19T06:22:38Z,91,177,0.009,25,1519,1
MCH-946,2022-03-18T10:53:45Z,88,185,0.007,22,1298,1
MCH-947,2020-08-25T03:29:13Z,94,170,0.006,22,1141,1
MCH-948,2020-10-09T03:42:55Z,86,186,0.01,21,1717,0
MCH-949,2022-07-06T23:43:46Z,90,183,0.011,23,1152,1
MCH-950,2019-05-01T02:55:05Z,87,185,0.008,25,1055,1
MCH-951,2020-08-28T15:07:41Z,83,188,0.007,25,1932,0
MCH-952,2023-04-26T18:43:18Z,86,183,0.003,18,1662,1
MCH-953,2020-10-01T16:24:37Z,81,168,0.006,27,1858,0
MCH-954,2020-12-23T01:38:33Z,88,188,0.008,26,1899,0
MCH-955,2022-10-18T03:42:31Z,86,168,0.008,18,1661,0
MCH-956,2023-11-11T17:18:32Z,87,180,0.006,25,1040,1
MCH-957,2019-11-13T19:33:59Z,90,183,0.007,21,1802,0
MCH-958,2021-07-19T16:29:54Z,94,175,0.007,26,1284,1
MCH-959,2021-11-24T05:42:04Z,92,181,0.011,27,1655,0
MCH-960,2020-01-20T19:37:11Z,83,178,0.002,25,1480,1
MCH-961,2019-12-28T23:05:55Z,90,172,0.01,23,1145,0
MCH-962,2023-08-04T14:03:55Z,83,170,0.009,18,1599,1
MCH-963,2020-10-20T04:00:28Z,84,177,0.006,27,1548,0
MCH-964,2023-02-06T17:30:26Z,86,173,0.011,23,1469,0
MCH-965,2022-08-19T23:19:11Z,94,179,0.011,27,1694,0
MCH-966,2021-10-07T00:25:34Z,94,183,0.009,26,1532,0
MCH-967,2019-04-10T18:59:44Z,94,188,0.006,26,1528,0
MCH-968,2023-03-01T05:47:56Z,85,185,0.002,21,1727,0
MCH-969,2019-08-11T05:37:20Z,84,178,0.008,20,1430,0
MCH-970,2022-03-26T20:03:45Z,84,173,0.01,27,1122,0
MCH-971,2019-10-03T07:00:52Z,87,182,0.003,22,1603,1
MCH-972,2023-12-14T20:29:02Z,89,181,0.004,18,1440,1
MCH-973,2019-02-17T11:24:13Z,91,173,0.003,26,1853,0
MCH-974,2022-11-09T19:56:52Z,88,171,0.008,21,1634,1
MCH-975,2023-11-24T14:35:57Z,81,171,0.008,19,1614,1
MCH-976,2019-02-03T05:10:44Z,81,188,0.002,19,1166,0
MCH-977,2023-01-22T16:42:15Z,81,174,0.006,21,1902,0
MCH-978,2020-02-22T00:56:08Z,82,176,0.003,19,1028,1
MCH-979,2022-03-23T00:32:35Z,81,186,0.006,26,1846,0
MCH-980,2019-05-06T19:53:37Z,94,171,0.009,22,1805,0
MCH-981,2022-08-04T00:05:43Z,94,181,0.009,20,1926,1
MCH-982,2020-10-26T15:39:48Z,85,170,0.007,21,1540,1
MCH-983,2020-11-04T15:02:34Z,90,188,0.004,25,1843,0
MCH-984,2021-10-06T19:37:24Z,86,182,0.006,24,1532,0
MCH-985,2023-07-06T18:31:56Z,87,177,0.002,20,1645,1
MCH-986,2023-05-16T23:24:09Z,91,183,0.011,24,1433,0
MCH-987,2021-04-01T04:28:38Z,85,183,0.012,23,1072,1
MCH-988,2021-12-04T22:17:07Z,82,179,0.006,21,1020,0
MCH-989,2019-10-05T15:49:26Z,81,171,0.012,26,1282,0
MCH-990,2020-09-08T10:35:57Z,92,176,0.009,20,1056,1
MCH-991,2020-06-27T07:05:17Z,92,179,0.003,21,1065,1
MCH-992,2019-10-06T14:24:31Z,83,189,0.006,20,1932,1
MCH-993,2022-05-07T20:12:33Z,86,169,0.01,19,1188,1
MCH-994,2023-09-14T00:11:03Z,84,168,0.011,24,1625,1
MCH-995,2021-04-09T16:39:07Z,88,183,0.007,23,1599,1
MCH-996,2019-11-09T07:37:01Z,81,176,0.01,20,1153,1
MCH-997,2021-03-27T13:52:32Z,86,173,0.009,18,1000,0
MCH-998,2020-08-13T22:19:01Z,89,184,0.01,22,1295,1
MCH-999,2023-06-01T03:30:04Z,81,188,0.005,21,1364,1
MCH-1000,2021-04-13T07:56:12Z,92,171,0.008,27,1134,1
